iata,name,city,city_norm,country,continent,type,lat,lon
USK,Usinsk Airport,Usinsk,usinsk,RU,AS,medium_airport,66.0047,57.367199
UKK,Oskemen International Airport,Ust-Kamenogorsk (Oskemen),ust-kamenogorsk (oskemen),KZ,AS,large_airport,50.035033,82.496057
UKX,Ust-Kut Airport,Ust-Kut,ust-kut,RU,AS,medium_airport,56.856701,105.730003
USR,Ust-Nera Airport,Ust-Nera,ust-nera,RU,AS,medium_airport,64.550003,143.115005
UTO,Indian Mountain LRRS Airport,Utopia Creek,utopia creek,US,NA,medium_airport,65.992798,-153.703995
BRW,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,utqiagvik,US,NA,medium_airport,71.285402,-156.766008
RFP,Raiatea Airport,Uturoa,uturoa,PF,OC,medium_airport,-16.7229,-151.466003
QUO,Akwa Ibom International Airport,Uyo,uyo,NG,AF,medium_airport,4.8725,8.093
UDJ,Uzhhorod International Airport,Uzhhorod,uzhhorod,UA,EU,large_airport,48.6343,22.263399
VAA,Vaasa Airport,Vaasa,vaasa,FI,EU,large_airport,63.05023,21.762543
BDQ,Vadodara International Airport,Vadodara,vadodara,IN,AS,large_airport,22.336201,73.226303
VDS,Vadsø Airport,Vadsø,vadsø,NO,EU,medium_airport,70.0653,29.8447
FAE,Vágar Airport,Vágar,vagar,FO,EU,large_airport,62.063256,-7.275782
YVO,Val-d'Or Airport,Val-d'Or,val-d'or,CA,NA,medium_airport,48.0532989502,-77.7827987671
VDZ,Valdez Pioneer Field,Valdez,valdez,US,NA,medium_airport,61.132712,-146.246567
ZAL,Pichoy Airport,Valdivia,valdivia,CL,SA,medium_airport,-39.6500015259,-73.0860977173
VLD,Valdosta Regional Airport,Valdosta,valdosta,US,NA,medium_airport,30.782499313354492,-83.27670288085938
VLC,Valencia Airport,Valencia,valencia,ES,EU,large_airport,39.489162,-0.480961
VLV,Dr. Antonio Nicolás Briceño Airport,Valera,valera,VE,SA,medium_airport,9.340478,-70.584061
VLL,Valladolid Airport,Valladolid,valladolid,ES,EU,medium_airport,41.7061,-4.85194
VUP,Alfonso López Pumarejo Airport,Valledupar,valledupar,CO,SA,medium_airport,10.435,-73.2495
MLA,Malta International Airport,Valletta,valletta,MT,EU,large_airport,35.845932,14.491546
VPS,Destin-Fort Walton Beach Airport,Valparaiso,valparaiso,US,NA,medium_airport,30.481315,-86.515839
VAN,Van Ferit Melen Airport,Van,van,TR,AS,medium_airport,38.46820068359375,43.332298278808594
VDO,Van Don International Airport,Van Don,van don,VN,AS,medium_airport,21.120693,107.41539
VAQ,Vanavara Airport,Vanavara,vanavara,RU,AS,medium_airport,60.356229,102.309641
YVR,Vancouver International Airport,Vancouver,vancouver,CA,NA,large_airport,49.193901,-123.183998
VAI,Vanimo Airport,Vanimo,vanimo,PG,OC,medium_airport,-2.6926,141.3028
VNS,Lal Bahadur Shastri International Airport,Varanasi,varanasi,IN,AS,large_airport,25.452171,82.862549
VAW,"Vardø Airport, Svartnes",Vardø,vardø,NO,EU,medium_airport,70.3554,31.044901
VAR,Varna Airport,Varna,varna,BG,EU,large_airport,43.232101,27.8251
GOI,Goa Dabolim International Airport,Vasco da Gama,vasco da gama,IN,AS,large_airport,15.380062,73.833328
VAV,Vava'u International Airport,Vava'u Island,vava'u island,TO,OC,large_airport,-18.5853,-173.962006
VXO,Växjö Kronoberg Airport,Växjö,vaxjo,SE,EU,medium_airport,56.929100036621094,14.727999687194824
SJZ,São Jorge Airport,Velas,velas,PT,EU,medium_airport,38.665501,-28.1758
VUS,Velikiy Ustyug Airport,Velikiy Ustyug,velikiy ustyug,RU,AS,medium_airport,60.7883,46.259998
VCE,Venice Marco Polo Airport,Venice,venice,IT,EU,large_airport,45.505299,12.3519
VER,General Heriberto Jara International Airport,Veracruz,veracruz,MX,NA,large_airport,19.139589,-96.188602
VEL,Vernal Regional Airport,Vernal,vernal,US,NA,medium_airport,40.436214,-109.511661
VRB,Vero Beach Regional Airport,Vero Beach,vero beach,US,NA,medium_airport,27.6556,-80.417901
VCT,Victoria Regional Airport,Victoria,victoria,US,NA,medium_airport,28.85260009765625,-96.91850280761719
VFA,Victoria Falls International Airport,Victoria Falls,victoria falls,ZW,AF,large_airport,-18.097437,25.836867
VDM,Gobernador Castello Airport,Viedma / Carmen de Patagones,viedma / carmen de patagones,AR,SA,medium_airport,-40.8692,-63.0004
VIE,Vienna International Airport,Vienna,vienna,AT,EU,large_airport,48.110298,16.5697
VTE,Wattay International Airport,Vientiane,vientiane,LA,AS,large_airport,17.985052,102.566692
VQS,Antonio Rivera Rodriguez Airport,Vieques,vieques,PR,NA,medium_airport,18.1348,-65.493599
UVF,Hewanorra International Airport,Vieux Fort,vieux fort,LC,NA,large_airport,13.7332,-60.952599
VGO,Vigo Airport,Vigo,vigo,ES,EU,medium_airport,42.2318,-8.62677
VGA,Vijayawada International Airport,Vijayawada,vijayawada,IN,AS,large_airport,16.530011,80.804888
MMO,Maio Airport,Vila do Maio,vila do maio,CV,AF,medium_airport,15.155900001525879,-23.213699340820312
SMA,Santa Maria Airport,Vila do Porto,vila do porto,PT,EU,medium_airport,36.97140121459961,-25.17060089111328
VRL,Vila Real Airport,Vila Real,vila real,PT,EU,medium_airport,41.2743,-7.72047
VNX,Vilankulo Airport,Vilanculo,vilanculo,MZ,AF,medium_airport,-22.018400192260742,35.31330108642578
VHM,Vilhelmina South Lapland Airport,Vilhelmina,vilhelmina,SE,EU,medium_airport,64.579102,16.833599
BVH,Brigadeiro Camarão Airport,Vilhena,vilhena,BR,SA,medium_airport,-12.6944,-60.098301
VSA,Carlos Rovirosa Pérez International Airport,Villahermosa,villahermosa,MX,NA,large_airport,17.994283,-92.818199
VVC,Vanguardia Airport,Villavicencio,villavicencio,CO,SA,medium_airport,4.16787,-73.6138
VNO,Vilnius International Airport,Vilnius,vilnius,LT,EU,large_airport,54.634102,25.285801
VYI,Vilyuisk Airport,Vilyuisk,vilyuisk,RU,AS,medium_airport,63.756668,121.693336
VII,Vinh Airport,Vinh,vinh,VN,AS,medium_airport,18.7376003265,105.67099762
VRC,Virac Airport,Virac,virac,PH,AS,medium_airport,13.576399803161621,124.20600128173828
VTZ,Visakhapatnam International Airport,Visakhapatnam,visakhapatnam,IN,AS,large_airport,17.723506,83.227729
VBY,Visby Airport,Visby,visby,SE,EU,large_airport,57.6628,18.346201
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,viseu,PT,EU,medium_airport,40.725498,-7.88899
VIX,Eurico de Aguiar Salles International Airport,Vitória,vitoria,BR,SA,large_airport,-20.258,-40.285
VDC,Glauber de Andrade Rocha Airport,Vitória da Conquista,vitoria da conquista,BR,SA,medium_airport,-14.907885,-40.914804
SMS,Sainte Marie Airport,Vohilava,vohilava,MG,AF,medium_airport,-17.093901,49.8158
VOG,Volgograd International Airport,Volgograd,volgograd,RU,AS,large_airport,48.78134,44.339194
VPN,Vopnafjörður Airport,Vopnafjörður,vopnafjorður,IS,EU,medium_airport,65.720596,-14.8506
VKT,Vorkuta Airport,Vorkuta,vorkuta,RU,AS,medium_airport,67.488602,63.993099
VOZ,Voronezh International Airport,Voronezh,voronezh,RU,AS,large_airport,51.813683,39.231711
ACT,Waco Regional Airport,Waco,waco,US,NA,medium_airport,31.611299514770508,-97.23049926757812
WAE,Wadi Al Dawasir Domestic Airport,Wadi Al Dawasir,wadi al dawasir,SA,AS,medium_airport,20.504299,45.1996
OKE,Okinoerabu Airport,Wadomari,wadomari,JP,AS,medium_airport,27.431604,128.705564
MUE,Waimea Kohala Airport,Waimea (Kamuela),waimea (kamuela),US,OC,medium_airport,20.001301,-155.667999
AIN,Wainwright Airport,Wainwright,wainwright,US,NA,medium_airport,70.638,-159.994995
NTQ,Noto Satoyama Airport,Wajima,wajima,JP,AS,medium_airport,37.293098,136.962006
WJR,Wajir Airport,Wajir,wajir,KE,AF,medium_airport,1.73324,40.091599
AWK,Wake Island Airfield,Wake Island,wake island,UM,OC,medium_airport,19.282437,166.636637
WKJ,Wakkanai Airport,Wakkanai,wakkanai,JP,AS,medium_airport,45.4042015076,141.800994873
ALW,Walla Walla Regional Airport,Walla Walla,walla walla,US,NA,medium_airport,46.09489822,-118.288002
WLS,Hihifo Airport,Wallis Island,wallis island,WF,OC,large_airport,-13.239445,-176.19865
WVB,Walvis Bay International Airport,Walvis Bay(Rooikop),walvis bay(rooikop),NA,AF,large_airport,-22.979332,14.647102
WMX,Wamena Airport,Wamena,wamena,ID,AS,medium_airport,-4.097324,138.952417
WKA,Wanaka Airport,Wanaka,wanaka,NZ,OC,medium_airport,-44.722091,169.246287
WAG,Wanganui Airport,Wanganui,wanganui,NZ,OC,medium_airport,-39.963467,175.02444
WNI,Matahora Airport,Wangi-wangi Island,wangi-wangi island,ID,AS,medium_airport,-5.292123,123.636233
WBM,Wapenamanda Airport,Wapenamanda,wapenamanda,PG,OC,medium_airport,-5.635293,143.892231
WAW,Warsaw Chopin Airport,Warsaw,warsaw,PL,EU,large_airport,52.165699,20.9671
IAD,Washington Dulles International Airport,Washington,washington,US,NA,large_airport,38.9445,-77.455803
ALO,Waterloo Regional Airport,Waterloo,waterloo,US,NA,medium_airport,42.557098388671875,-92.40029907226562
ART,Watertown International Airport,Watertown,watertown,US,NA,medium_airport,43.991901,-76.021698
YQH,Watson Lake Airport,Watson Lake,watson lake,CA,NA,medium_airport,60.116839,-128.821993
WUU,Wau Airport,Wau,wau,SS,AF,medium_airport,7.72583,27.975
NRN,Weeze (Niederrhein) Airport,Weeze,weeze,DE,EU,large_airport,51.601362,6.141228
WEF,Weifang Nanyuan Airport,Weifang (Kuiwen),weifang (kuiwen),CN,AS,medium_airport,36.646702,119.119003
WEH,Weihai Dashuibo Airport,Weihai,weihai,CN,AS,medium_airport,37.187099,122.228996
WEI,Weipa Airport,Weipa,weipa,AU,OC,medium_airport,-12.677493,141.922618
WLG,Wellington International Airport,Wellington,wellington,NZ,OC,large_airport,-41.326839,174.806862
EAT,Pangborn Memorial Airport,Wenatchee,wenatchee,US,NA,medium_airport,47.398899,-120.207001
TKK,Chuuk International Airport,Weno Island,weno island,FM,OC,large_airport,7.46187,151.843002
WNZ,Wenzhou Longwan International Airport,Wenzhou (Longwan),wenzhou (longwan),CN,AS,large_airport,27.910572,120.853465
CYB,Charles Kirkconnell International Airport,West End,west end,KY,NA,medium_airport,19.687,-79.882797
CCK,Cocos (Keeling) Islands Airport,West Island,west island,CC,AS,large_airport,-12.192218,96.834103
LAF,Purdue University Airport,West Lafayette,west lafayette,US,NA,medium_airport,40.412875,-86.939363
PBI,Palm Beach International Airport,West Palm Beach,west palm beach,US,NA,large_airport,26.683201,-80.095596
WYS,Yellowstone Airport,West Yellowstone,west yellowstone,US,NA,medium_airport,44.6884,-111.117996
